ntw	slice	metrics	min	max	mean	p25	p50	p75
"HU02"	"huswap07_012008.xlsx"	"Betweenness"	0	4460.5308	158.30502	0	0	0
"HU02"	"huswap07_012008.xlsx"	"Eigenvalue"	-.32382616	0	-.04319564	-.03907166	-.02308056	0
"HU02"	"huswap06_122007.xlsx"	"In-Degree"	0	41	3.4545455	1	1	3
"HU02"	"huswap06_122007.xlsx"	"Out-Degree"	0	52	3.4545455	1	1	3
"HU02"	"huswap06_122007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU02"	"huswap06_122007.xlsx"	"Betweenness"	0	4777.1416	152.10601	0	0	.875
"HU02"	"huswap06_122007.xlsx"	"Eigenvalue"	-.40963548	1.355e-29	-.04618634	-.05438747	-.02090228	0
"HU02"	"huswap05_112007.xlsx"	"In-Degree"	0	38	3.4407895	1	1	3
"HU02"	"huswap05_112007.xlsx"	"Out-Degree"	0	53	3.4407895	1	1	3
"HU02"	"huswap05_112007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU02"	"huswap05_112007.xlsx"	"Betweenness"	0	5384.926	146.87917	0	0	0
"HU02"	"huswap05_112007.xlsx"	"Eigenvalue"	0	.3834572	.04537194	0	.02395747	.04892706
"HU02"	"huswap04_102007.xlsx"	"In-Degree"	0	42	3.4109589	1	1	4
"HU02"	"huswap04_102007.xlsx"	"Out-Degree"	0	53	3.4109589	1	1	4
"HU02"	"huswap04_102007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU02"	"huswap04_102007.xlsx"	"Betweenness"	0	5186.5291	148.87177	0	0	0
"HU02"	"huswap04_102007.xlsx"	"Eigenvalue"	0	.411461	.04656396	0	.02343149	.04312089
"HU02"	"huswap03_092007.xlsx"	"In-Degree"	0	42	3.2137931	1	1	3
"HU02"	"huswap03_092007.xlsx"	"Out-Degree"	0	41	3.2137931	1	1	3
"HU02"	"huswap03_092007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU02"	"huswap03_092007.xlsx"	"Betweenness"	0	4666.2393	146.09296	0	0	0
"HU02"	"huswap03_092007.xlsx"	"Eigenvalue"	0	.31086161	.04764522	.01140244	.02718861	.04676318
"HU02"	"huswap02_082007.xlsx"	"In-Degree"	0	45	3.9795918	1	1	4
"HU02"	"huswap02_082007.xlsx"	"Out-Degree"	0	51	3.9795918	1	1	4
"HU02"	"huswap02_082007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU02"	"huswap02_082007.xlsx"	"Betweenness"	0	4861.1897	162.87946	0	0	.97708333
"HU02"	"huswap02_082007.xlsx"	"Eigenvalue"	0	.32671805	.04770119	.01388834	.02398802	.04902762
"HU02"	"huswap01_072007.xlsx"	"In-Degree"	0	47	3.7285714	1	1	4
"HU02"	"huswap01_072007.xlsx"	"Out-Degree"	0	48	3.7285714	1	1	4
"HU02"	"huswap01_072007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU02"	"huswap01_072007.xlsx"	"Betweenness"	0	4855.0322	163.49927	0	0	3.5052054
"HU02"	"huswap01_072007.xlsx"	"Eigenvalue"	-.37756937	0	-.04839163	-.04794287	-.02434462	-.01412597
"HU01"	"hu12_062008.xlsx"	"In-Degree"	0	22	6.2571429	1	3	9.75
"HU01"	"hu12_062008.xlsx"	"Out-Degree"	0	15	6.2571429	1	3	9.75
"HU01"	"hu12_062008.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu12_062008.xlsx"	"Betweenness"	0	214.39921	25.030261	0	2.85	41.339683
"HU01"	"hu12_062008.xlsx"	"Eigenvalue"	0	.34592025	.13034088	.02973408	.11053184	.19516261
"HU01"	"hu11_052008.xlsx"	"In-Degree"	0	21	6.2857143	1	4	10.75
"HU01"	"hu11_052008.xlsx"	"Out-Degree"	0	16	6.2857143	1	4	10.75
"HU01"	"hu11_052008.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu11_052008.xlsx"	"Betweenness"	0	158.48019	20.81009	0	1.0583333	25.207639
"HU01"	"hu11_052008.xlsx"	"Eigenvalue"	-.32744646	0	-.13463215	-.22123293	-.142707	-.03172502
"HU01"	"hu10_042008.xlsx"	"In-Degree"	0	22	7.6571429	1	4	12.75
"HU01"	"hu10_042008.xlsx"	"Out-Degree"	0	18	7.6571429	1	4	12.75
"HU01"	"hu10_042008.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu10_042008.xlsx"	"Betweenness"	0	160.85411	22.077807	0	4.7277778	36.145824
"HU01"	"hu10_042008.xlsx"	"Eigenvalue"	0	.28327073	.13771289	.02882891	.14861085	.22490398
"HU01"	"hu09_032008.xlsx"	"In-Degree"	0	23	7.6571429	.25	5	14.75
"HU01"	"hu09_032008.xlsx"	"Out-Degree"	0	19	7.6571429	.25	5	14.75
"HU01"	"hu09_032008.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu09_032008.xlsx"	"Betweenness"	0	169.38908	19.659625	0	2.5686869	30.035926
"HU01"	"hu09_032008.xlsx"	"Eigenvalue"	-.29655111	0	-.14203245	-.22174897	-.15469147	-.05211809
"HU01"	"hu08_022008.xlsx"	"In-Degree"	0	24	7.6857143	1	4	12.75
"HU01"	"hu08_022008.xlsx"	"Out-Degree"	0	16	7.6857143	1	4	12.75
"HU01"	"hu08_022008.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu08_022008.xlsx"	"Betweenness"	0	203.90647	24.040792	0	3.375	26.011981
"HU01"	"hu08_022008.xlsx"	"Eigenvalue"	0	.28795953	.14405472	.05443966	.15233887	.21088971
"HU01"	"hu07_012008.xlsx"	"In-Degree"	0	25	8.0857143	1	6	15
"HU01"	"hu07_012008.xlsx"	"Out-Degree"	0	18	8.0857143	1	6	15
"HU01"	"hu07_012008.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu07_012008.xlsx"	"Betweenness"	0	152.91662	21.30467	0	3.9690476	27.366426
"HU01"	"hu07_012008.xlsx"	"Eigenvalue"	0	.30502424	.14419155	.07735294	.14016652	.22433849
"HU01"	"hu06_122007.xlsx"	"In-Degree"	0	26	7.5	0	6	13
"HU01"	"hu06_122007.xlsx"	"Out-Degree"	0	19	7.5	0	6	13
"HU01"	"hu06_122007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu06_122007.xlsx"	"Betweenness"	0	135.01279	23.31488	0	1.5756313	25.125505
"HU01"	"hu06_122007.xlsx"	"Eigenvalue"	-.31909075	0	-.13479319	-.20849196	-.15163005	-.04329886
"HU01"	"hu05_112007.xlsx"	"In-Degree"	0	25	7.2162162	.75	4	12.5
"HU01"	"hu05_112007.xlsx"	"Out-Degree"	0	14	7.2162162	.75	4	12.5
"HU01"	"hu05_112007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu05_112007.xlsx"	"Betweenness"	0	110.02513	20.658609	0	5.2333333	33.456375
"HU01"	"hu05_112007.xlsx"	"Eigenvalue"	0	.28180448	.13694935	.05705748	.13318448	.22132736
"HU01"	"hu04_102007.xlsx"	"In-Degree"	0	25	8.4864865	0	3	17.5
"HU01"	"hu04_102007.xlsx"	"Out-Degree"	0	17	8.4864865	0	3	17.5
"HU01"	"hu04_102007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu04_102007.xlsx"	"Betweenness"	0	144.16754	21.77387	0	1.0206349	28.226894
"HU01"	"hu04_102007.xlsx"	"Eigenvalue"	-.29014739	0	-.13959343	-.22091294	-.13936598	-.06979947
"HU01"	"hu03_092007.xlsx"	"In-Degree"	0	23	8	0	5	17
"HU01"	"hu03_092007.xlsx"	"Out-Degree"	0	17	8	0	5	17
"HU01"	"hu03_092007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu03_092007.xlsx"	"Betweenness"	0	190.90765	19.914554	0	2.7190476	36.239672
"HU01"	"hu03_092007.xlsx"	"Eigenvalue"	-.30031523	0	-.13849927	-.21094689	-.12965863	-.06240782
"HU01"	"hu02_082007.xlsx"	"In-Degree"	0	26	8.3513514	0	5	17.25
"HU01"	"hu02_082007.xlsx"	"Out-Degree"	0	16	8.3513514	0	5	17.25
"HU01"	"hu02_082007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu02_082007.xlsx"	"Betweenness"	0	102.02144	13.656362	0	3.2150794	15.028409
"HU01"	"hu02_082007.xlsx"	"Eigenvalue"	-.26533296	0	-.14142905	-.21568685	-.16070138	-.05694838
"HU01"	"hu01_072007.xlsx"	"In-Degree"	0	22	9.0606061	0	10	16.25
"HU01"	"hu01_072007.xlsx"	"Out-Degree"	0	17	9.0606061	0	10	16.25
"HU01"	"hu01_072007.xlsx"	"Closeness"	0	0	0	0	0	0
"HU01"	"hu01_072007.xlsx"	"Betweenness"	0	130.22573	14.64689	0	2.9166667	22.128576
"HU01"	"hu01_072007.xlsx"	"Eigenvalue"	0	.28439339	.15094613	.09069852	.13987659	.24307075
"EU01"	"eu01_2015q4.xlsx"	"In-Degree"	0	16	8.0384615	4	8	13
"EU01"	"eu01_2015q4.xlsx"	"Out-Degree"	0	19	8.0384615	4	8	13
"EU01"	"eu01_2015q4.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2015q4.xlsx"	"Betweenness"	0	27.790873	4.6494811	0	.62559524	3.7301587
"EU01"	"eu01_2015q4.xlsx"	"Eigenvalue"	0	.33276671	.15104835	0	.20196368	.26886015
"EU01"	"eu01_2015q3.xlsx"	"In-Degree"	0	15	7.5384615	4	8	12
"EU01"	"eu01_2015q3.xlsx"	"Out-Degree"	0	18	7.5384615	4	8	12
"EU01"	"eu01_2015q3.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2015q3.xlsx"	"Betweenness"	0	47.261508	5.2334249	0	.08333333	2.790873
"EU01"	"eu01_2015q3.xlsx"	"Eigenvalue"	0	.33481984	.14874605	0	.16822998	.268762
"EU01"	"eu01_2015q2.xlsx"	"In-Degree"	0	16	7.6923077	3	8	13
"EU01"	"eu01_2015q2.xlsx"	"Out-Degree"	0	19	7.6923077	3	8	13
"EU01"	"eu01_2015q2.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2015q2.xlsx"	"Betweenness"	0	43.95119	7.5236229	0	.97281746	9.4150794
"EU01"	"eu01_2015q2.xlsx"	"Eigenvalue"	0	.35419145	.1492066	0	.15914517	.27675784
"EU01"	"eu01_2015q1.xlsx"	"In-Degree"	0	15	7.8076923	4	7.5	11
"EU01"	"eu01_2015q1.xlsx"	"Out-Degree"	0	20	7.8076923	4	7.5	11
"EU01"	"eu01_2015q1.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2015q1.xlsx"	"Betweenness"	0	38.350806	6.086226	0	.64166667	4.8435574
"EU01"	"eu01_2015q1.xlsx"	"Eigenvalue"	0	.33917339	.14558609	0	.17919185	.27828728
"EU01"	"eu01_2014q4.xlsx"	"In-Degree"	0	16	8.0384615	4	8	12
"EU01"	"eu01_2014q4.xlsx"	"Out-Degree"	0	20	8.0384615	4	8	12
"EU01"	"eu01_2014q4.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2014q4.xlsx"	"Betweenness"	0	64.329167	5.540556	0	.08333333	4.0287698
"EU01"	"eu01_2014q4.xlsx"	"Eigenvalue"	0	.31765391	.14687204	0	.18292286	.28262754
"EU01"	"eu01_2014q3.xlsx"	"In-Degree"	0	16	7.5769231	2	7.5	12
"EU01"	"eu01_2014q3.xlsx"	"Out-Degree"	0	18	7.5769231	2	7.5	12
"EU01"	"eu01_2014q3.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2014q3.xlsx"	"Betweenness"	0	59.150794	5.8754168	0	.44365079	6.1873016
"EU01"	"eu01_2014q3.xlsx"	"Eigenvalue"	-.33296079	0	-.14778925	-.27231374	-.17897319	0
"EU01"	"eu01_2014q2.xlsx"	"In-Degree"	0	16	7.1538462	2	7	11
"EU01"	"eu01_2014q2.xlsx"	"Out-Degree"	0	20	7.1538462	2	7	11
"EU01"	"eu01_2014q2.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2014q2.xlsx"	"Betweenness"	0	60.12619	8.6888944	0	.44642857	6.5035714
"EU01"	"eu01_2014q2.xlsx"	"Eigenvalue"	-.40661687	0	-.14512045	-.26281831	-.16567274	0
"EU01"	"eu01_2014q1.xlsx"	"In-Degree"	0	17	7.4230769	3	8	12
"EU01"	"eu01_2014q1.xlsx"	"Out-Degree"	0	19	7.4230769	3	8	12
"EU01"	"eu01_2014q1.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2014q1.xlsx"	"Betweenness"	0	75.25	8.7370116	0	1.3019841	4.4666667
"EU01"	"eu01_2014q1.xlsx"	"Eigenvalue"	0	.34455811	.14914478	.00342179	.18057166	.27734564
"EU01"	"eu01_2013q4.xlsx"	"In-Degree"	0	17	7.1538462	2	7.5	10
"EU01"	"eu01_2013q4.xlsx"	"Out-Degree"	0	19	7.1538462	2	7.5	10
"EU01"	"eu01_2013q4.xlsx"	"Closeness"	0	0	0	0	0	0
"EU01"	"eu01_2013q4.xlsx"	"Betweenness"	0	85.592857	8.8193223	0	1.2714286	8.0666667
"EU01"	"eu01_2013q4.xlsx"	"Eigenvalue"	-.34001235	0	-.14767729	-.2467337	-.1604363	0
"DK02"	"dk02_01012013.xlsx"	"In-Degree"	0	4	1.5	1	1	2
"DK02"	"dk02_01012013.xlsx"	"Out-Degree"	0	9	1.5	1	1	2
"DK02"	"dk02_01012013.xlsx"	"Closeness"	0	3.080e-11	2.567e-12	0	0	0
"DK02"	"dk02_01012013.xlsx"	"Betweenness"	0	33.5	6.25	0	0	9.75
"DK02"	"dk02_01012013.xlsx"	"Eigenvalue"	-.56481833	0	-.19386941	-.36947105	-.1207799	0
"DK01"	"dk01_01012013.xlsx"	"In-Degree"	0	12	5.5	3	6	8
"DK01"	"dk01_01012013.xlsx"	"Out-Degree"	3	9	5.5	3	6	8
"DK01"	"dk01_01012013.xlsx"	"Closeness"	0	0	0	0	0	0
"DK01"	"dk01_01012013.xlsx"	"Betweenness"	0	15.316667	4.0037415	0	.95	6.1428571
"DK01"	"dk01_01012013.xlsx"	"Eigenvalue"	.15872991	.37111529	.2585622	.20345767	.25231947	.31222173
"DE01"	"de01_201512.xlsx"	"In-Degree"			20.186495	2	4	9
"DE01"	"de01_201512.xlsx"	"Out-Degree"			20.186495	2	4	9
"DE01"	"de01_201512.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201512.xlsx"	"Betweenness"			1148.3703	0	.26088045	3.4522171
"DE01"	"de01_201512.xlsx"	"Eigenvalue"			.03292993	.02136832	.03092577	.03982755
"DE01"	"de01_201509.xlsx"	"In-Degree"			20.414754	2	4	9
"DE01"	"de01_201509.xlsx"	"Out-Degree"			20.414754	2	4	9
"DE01"	"de01_201509.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201509.xlsx"	"Betweenness"			1110.7631	0	.32069158	4.3422236
"DE01"	"de01_201509.xlsx"	"Eigenvalue"			.03329078	.0220609	.03138844	.04016678
"DE01"	"de01_201506.xlsx"	"In-Degree"			20.677686	2	4	9
"DE01"	"de01_201506.xlsx"	"Out-Degree"			20.677686	2	4	9
"DE01"	"de01_201506.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201506.xlsx"	"Betweenness"			1066.8665	0	.28782786	3.8517294
"DE01"	"de01_201506.xlsx"	"Eigenvalue"			-.03348112	-.03992321	-.03154835	-.02171861
"DE01"	"de01_201503.xlsx"	"In-Degree"			20.076923	2	4	9
"DE01"	"de01_201503.xlsx"	"Out-Degree"			20.076923	2	4	9
"DE01"	"de01_201503.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201503.xlsx"	"Betweenness"			1037.4283	0	.26041869	3.6885515
"DE01"	"de01_201503.xlsx"	"Eigenvalue"			.03374093	.02220031	.03170597	.0399377
"DE01"	"de01_201412.xlsx"	"In-Degree"			18.986644	2	4	9
"DE01"	"de01_201412.xlsx"	"Out-Degree"			18.986644	2	4	9
"DE01"	"de01_201412.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201412.xlsx"	"Betweenness"			1124.3788	0	.17483974	3.606294
"DE01"	"de01_201412.xlsx"	"Eigenvalue"			-.0336351	-.03947391	-.03125905	-.02261892
"DE01"	"de01_201409.xlsx"	"In-Degree"			19.308348	2	4	9
"DE01"	"de01_201409.xlsx"	"Out-Degree"			19.308348	2	4	9
"DE01"	"de01_201409.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201409.xlsx"	"Betweenness"			1028.7382	0	.19679876	3.7059741
"DE01"	"de01_201409.xlsx"	"Eigenvalue"			-.0340141	-.03992672	-.03173779	-.02264825
"DE01"	"de01_201406.xlsx"	"In-Degree"			19.011945	2	4	9
"DE01"	"de01_201406.xlsx"	"Out-Degree"			19.011945	2	4	9
"DE01"	"de01_201406.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201406.xlsx"	"Betweenness"			1036.7308	0	.14262821	3.5065268
"DE01"	"de01_201406.xlsx"	"Eigenvalue"			-.03414184	-.0402129	-.03143962	-.02318637
"DE01"	"de01_201403.xlsx"	"In-Degree"			19.242685	2	4	9
"DE01"	"de01_201403.xlsx"	"Out-Degree"			19.242685	2	4	9
"DE01"	"de01_201403.xlsx"	"Closeness"			7.170e-14	0	0	0
"DE01"	"de01_201403.xlsx"	"Betweenness"			1027.3916	0	.14358974	3.3537285
"DE01"	"de01_201403.xlsx"	"Eigenvalue"			-.03415766	-.03974803	-.0319017	-.02313927
"DE01"	"de01_201312.xlsx"	"In-Degree"			18.910959	2	4	9
"DE01"	"de01_201312.xlsx"	"Out-Degree"			18.910959	2	4	9
"DE01"	"de01_201312.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201312.xlsx"	"Betweenness"			1018.4645	0	.15633484	3.2817233
"DE01"	"de01_201312.xlsx"	"Eigenvalue"			-.03400425	-.03948595	-.03169613	-.02311042
"DE01"	"de01_201309.xlsx"	"In-Degree"			19.439655	2	4	9.5
"DE01"	"de01_201309.xlsx"	"Out-Degree"			19.439655	2	4	9.5
"DE01"	"de01_201309.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201309.xlsx"	"Betweenness"			954.03512	0	.17996566	3.0393153
"DE01"	"de01_201309.xlsx"	"Eigenvalue"			-.03411274	-.03939957	-.03173131	-.02320381
"DE01"	"de01_201306.xlsx"	"In-Degree"			19.386207	2	4	9
"DE01"	"de01_201306.xlsx"	"Out-Degree"			19.386207	2	4	9
"DE01"	"de01_201306.xlsx"	"Closeness"			0	0	0	0
"DE01"	"de01_201306.xlsx"	"Betweenness"			968.72001	0	.19558895	3.3187215
"DE01"	"de01_201306.xlsx"	"Eigenvalue"			-.03404873	-.03916997	-.03193815	-.02323357
"DE01"	"de01_201303.xlsx"	"In-Degree"			19.69844	2	4	10
"DE01"	"de01_201303.xlsx"	"Out-Degree"			19.69844	2	4	10
"DE01"	"de01_201303.xlsx"	"Closeness"			6.398e-14	0	0	0
"DE01"	"de01_201303.xlsx"	"Betweenness"			949.76968	0	.21808144	3.8878784
"DE01"	"de01_201303.xlsx"	"Eigenvalue"			-.03419624	-.03901495	-.03236188	-.02340824
"BIS1"	"bis1_3.xlsx"	"In-Degree"	14	30	26.193548	23.25	28	30
"BIS1"	"bis1_3.xlsx"	"Out-Degree"	14	30	26.193548	23.25	28	30
"BIS1"	"bis1_3.xlsx"	"Closeness"	.00020113	.00057737	.00050793	.00051922	.00053763	.00055395
"BIS1"	"bis1_3.xlsx"	"Betweenness"	0	7.338323	.58191253	0	.30716028	.56388646
"BIS1"	"bis1_3.xlsx"	"Eigenvalue"	.10014055	.20074461	.17791968	.16712749	.18877791	.19544626
"BIS1"	"bis1_2.xlsx"	"In-Degree"	0	30	25.064516	23	28	30
"BIS1"	"bis1_2.xlsx"	"Out-Degree"	16	29	25.064516	23	28	30
"BIS1"	"bis1_2.xlsx"	"Closeness"	0	.00054318	.00001752	0	0	0
"BIS1"	"bis1_2.xlsx"	"Betweenness"	0	9.5331165	.72085848	0	.25	.51770627
"BIS1"	"bis1_2.xlsx"	"Eigenvalue"	-.20280276	-.11636353	-.17834936	-.19463134	-.18467074	-.16786253
"BIS1"	"bis1_1.xlsx"	"In-Degree"	0	30	20.612903	4.75	28	30
"BIS1"	"bis1_1.xlsx"	"Out-Degree"	14	22	20.612903	4.75	28	30
"BIS1"	"bis1_1.xlsx"	"Closeness"	0	0	0	0	0	0
"BIS1"	"bis1_1.xlsx"	"Betweenness"	0	3.2201525	.14587668	0	0	0
"BIS1"	"bis1_1.xlsx"	"Eigenvalue"	-.19028992	-.12450955	-.17867218	-.19028992	-.19028992	-.17400174
"BR02"	"br02_20120127.xlsx"	"In-Degree"	1	101	23.715686	7	16	31
"BR02"	"br02_20120127.xlsx"	"Out-Degree"	2	99	23.715686	7	16	31
"BR02"	"br02_20120127.xlsx"	"Closeness"	4.310e-06	.0000349	.00001788	.00001782	.00001784	.00001785
"BR02"	"br02_20120127.xlsx"	"Betweenness"	0	1002.1695	55.117132	0	1.5089982	11.341371
"BR02"	"br02_20120127.xlsx"	"Eigenvalue"	.01119277	.22438663	.0846002	.04313506	.07813751	.1100823
"BR02"	"br02_20120126.xlsx"	"In-Degree"	0	89	13.735294	3	7	16
"BR02"	"br02_20120126.xlsx"	"Out-Degree"	0	79	13.735294	3	7	16
"BR02"	"br02_20120126.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120126.xlsx"	"Betweenness"	0	1914.5647	74.640462	0	.61372878	8.8621323
"BR02"	"br02_20120126.xlsx"	"Eigenvalue"	0	.26912206	.07866596	.03055348	.06067946	.11524943
"BR02"	"br02_20120125.xlsx"	"In-Degree"	0	74	11.473118	2	6	15.25
"BR02"	"br02_20120125.xlsx"	"Out-Degree"	0	69	11.473118	2	6	15.25
"BR02"	"br02_20120125.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120125.xlsx"	"Betweenness"	0	1672.2483	62.445482	0	.125	7.1963863
"BR02"	"br02_20120125.xlsx"	"Eigenvalue"	-.27392	0	-.07813403	-.12067529	-.05214349	-.02859765
"BR02"	"br02_20120124.xlsx"	"In-Degree"	0	96	14.643564	2	8	18.25
"BR02"	"br02_20120124.xlsx"	"Out-Degree"	1	79	14.643564	2	8	18.25
"BR02"	"br02_20120124.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120124.xlsx"	"Betweenness"	0	2321.7268	79.342233	0	.53571429	9.3329651
"BR02"	"br02_20120124.xlsx"	"Eigenvalue"	-.26251825	-.00895686	-.08033602	-.10858078	-.0571611	-.03441453
"BR02"	"br02_20120123.xlsx"	"In-Degree"	0	94	14.343137	3	8.5	18
"BR02"	"br02_20120123.xlsx"	"Out-Degree"	1	82	14.343137	3	8.5	18
"BR02"	"br02_20120123.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120123.xlsx"	"Betweenness"	0	2183.4038	73.476249	0	.55013454	10.611531
"BR02"	"br02_20120123.xlsx"	"Eigenvalue"	-.27444094	-.01004516	-.07990051	-.11492976	-.06545153	-.03539633
"BR02"	"br02_20120120.xlsx"	"In-Degree"	2	101	23.990196	7	16.5	32
"BR02"	"br02_20120120.xlsx"	"Out-Degree"	1	98	23.990196	7	16.5	32
"BR02"	"br02_20120120.xlsx"	"Closeness"	8.441e-07	.00197262	.00016662	.00015526	.00015651	.00015703
"BR02"	"br02_20120120.xlsx"	"Betweenness"	0	1068.2399	58.735675	0	1.1984709	13.590411
"BR02"	"br02_20120120.xlsx"	"Eigenvalue"	.00589281	.22156521	.08441032	.04498201	.07502986	.11317801
"BR02"	"br02_20120119.xlsx"	"In-Degree"	0	89	13.745098	2	7	18
"BR02"	"br02_20120119.xlsx"	"Out-Degree"	0	79	13.745098	2	7	18
"BR02"	"br02_20120119.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120119.xlsx"	"Betweenness"	0	2207.1013	74.913509	0	.65635476	8.2091492
"BR02"	"br02_20120119.xlsx"	"Eigenvalue"	0	.26870472	.07801956	.02988207	.05566781	.11524978
"BR02"	"br02_20120118.xlsx"	"In-Degree"	0	90	14.178218	3	7	18.25
"BR02"	"br02_20120118.xlsx"	"Out-Degree"	0	78	14.178218	3	7	18.25
"BR02"	"br02_20120118.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120118.xlsx"	"Betweenness"	0	2036.1397	76.949847	0	.40132784	8.0563402
"BR02"	"br02_20120118.xlsx"	"Eigenvalue"	-.26464598	0	-.07972151	-.11628776	-.06206417	-.0341401
"BR02"	"br02_20120117.xlsx"	"In-Degree"	0	94	14.45098	3	8	19
"BR02"	"br02_20120117.xlsx"	"Out-Degree"	1	84	14.45098	3	8	19
"BR02"	"br02_20120117.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120117.xlsx"	"Betweenness"	0	2645.2537	78.05496	0	.5045306	9.9983516
"BR02"	"br02_20120117.xlsx"	"Eigenvalue"	.00594135	.26845981	.07915138	.03336539	.05812392	.11717881
"BR02"	"br02_20120116.xlsx"	"In-Degree"	0	91	14.27451	3	8	19
"BR02"	"br02_20120116.xlsx"	"Out-Degree"	0	78	14.27451	3	8	19
"BR02"	"br02_20120116.xlsx"	"Closeness"	0	0	0	0	0	0
"BR02"	"br02_20120116.xlsx"	"Betweenness"	0	1740.2517	73.743578	0	.64423766	6.3210428
"BR02"	"br02_20120116.xlsx"	"Eigenvalue"	0	.26542676	.07955855	.03509957	.06253837	.11209063
"BR01"	"br01_201212.xlsx"	"In-Degree"	0	35	4.1296296	0	2.5	6
"BR01"	"br01_201212.xlsx"	"Out-Degree"	0	31	4.1296296	0	2.5	6
"BR01"	"br01_201212.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201212.xlsx"	"Betweenness"	0	3001.5963	113.38534	0	.225	71.303211
"BR01"	"br01_201212.xlsx"	"Eigenvalue"	0	.40873019	.0660131	.0153108	.04986085	.0872468
"BR01"	"br01_201211.xlsx"	"In-Degree"	0	34	4.2477064	0	3	6
"BR01"	"br01_201211.xlsx"	"Out-Degree"	0	33	4.2477064	0	3	6
"BR01"	"br01_201211.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201211.xlsx"	"Betweenness"	0	3150.4011	127.39827	0	2.0675325	74.123837
"BR01"	"br01_201211.xlsx"	"Eigenvalue"	-.38527419	0	-.06668194	-.08755705	-.04992803	-.01818048
"BR01"	"br01_201210.xlsx"	"In-Degree"	0	35	4.3272727	0	2.5	6
"BR01"	"br01_201210.xlsx"	"Out-Degree"	0	36	4.3272727	0	2.5	6
"BR01"	"br01_201210.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201210.xlsx"	"Betweenness"	0	3294.8457	122.87852	0	1.7492424	71.273323
"BR01"	"br01_201210.xlsx"	"Eigenvalue"	-.37135605	0	-.06663646	-.08480859	-.04973926	-.02027514
"BR01"	"br01_201209.xlsx"	"In-Degree"	0	34	4.4444444	0	3	6
"BR01"	"br01_201209.xlsx"	"Out-Degree"	0	41	4.4444444	0	3	6
"BR01"	"br01_201209.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201209.xlsx"	"Betweenness"	0	3061.0884	120.09653	0	.72650104	76.86283
"BR01"	"br01_201209.xlsx"	"Eigenvalue"	0	.36397509	.06602838	.01868275	.05093031	.0801352
"BR01"	"br01_201208.xlsx"	"In-Degree"	0	34	4.5625	0	3	6
"BR01"	"br01_201208.xlsx"	"Out-Degree"	0	42	4.5625	0	3	6
